FileName,Reference,Types
NT9BU004C,"Internet: ""Tiirkiye'de Koronavirtis Vaka Yas Ortalamasi"" https://ajansspor.com/habernste-turkiyedeki-korona-virus-vakalarinin-yas-ortalamasi-360832 (Erisim: 17.07.2020).",NON TRADITIONAL REF
NT9BU004C,"Internet: ""Umreden DOnen Yashnin Gilvenlik GOrevlisine Tilktirmesi"" https://www.birgun.net/habenumrecile-rin-yuzune-tukurdugu-guvenlik-gorevlisi-koronaviruse-yakalandi-iddiasi-295481 (Erisim Tarihi: 21.07.2020).",NON TRADITIONAL REF
NT9BU004C,"Internet: ""Yasli Adama Saygisizlik"" https://www.sabah.com.tnyasam/2020/03/24/son-dakika-corona-virusu-onlemleri-surerken-yasli-adami-videoya-aldi-gercek-ortaya-cikti-tepki-yagiyor (Erisim Tarihi: 31.05.2020).",NON TRADITIONAL REF
NT9BU004C,"Internet: ""Yasliya Zorla Maske Takilmasi"" https://www.sabah.com.tr/video/haber/yasli-adami-zorla-durdurdu-lar-maske-takip-basina-kolonya-doktuler-video (Erisim Tarihi: 31.05.2020).",NON TRADITIONAL REF
NT9BU005C,"GoogleTrends. #ba so p, #ba so p, # arasa orbas , # arasa orbas ( . . .) 5 Nisan 2020. https://trends.go-ogle.com/trends/explore?q=batsoup",NON TRADITIONAL REF
NT9BU005C,"TwitterHashtags. #ba so p, #ba so p, # arasa orbas , # arasa orbas ( . . .) 5 Nisan 2020. https://www.twitter.com",NON TRADITIONAL REF
NT9BU006C,"Aksoy, Suay. (Mart 2020) (Erisim tarihi: 21.03.2020) https://icom.museum/en/covid-19/advocacy/museums-will-move-on-message-from-icom-president/,",NON TRADITIONAL REF
NT9BU006C,"Aksoy, Suay. (19 Ocak 2020) (Erisim tarihi: 20.02.2020) https://icom.museum/wp-content/uplo-ads/2020/02/Museum-definition the-way-forward EN.pdf.",NON TRADITIONAL REF
NT9BU006C,"Aksoy, Suay. (21 Haziran 2020) (Erisim tarihi: 21.06.2020) haps:// com.museum/en/news/farewell-note- from-president-suay-aksoy 4e2%80%a8/,",NON TRADITIONAL REF
NT9BU006C,Ankara Somut Olmayan Killttirel Miras Milzesi Youtube Kanali. (Erisim tarihi: 06.07.2020) https://www.you-tube.com/channel/UCKcCBsW6ZRe8J-UJ_PGVwZw.,NON TRADITIONAL REF
NT9BU006C,"Azoulay, Audrey. (Mart 2020) (Erisim tarihi: 21.03.2020) https://en.unesco.org/news/covid-19-unesco-and-icom-concerned-about-situation-faced-worlds-museums.",NON TRADITIONAL REF
NT9BU006C,British Museum. (Erisim tarihi: 05.04.2020) https://britishmuseum.withgoogle.com/.,NON TRADITIONAL REF
NT9BU006C,Billur TekkOk Kara& Youtube Kanali. (Erisim tarihi: 31.08.2020) https://www.youtube.com/chan-nel/UCL_v768XtdXxkk-ddOcCbGQ.,NON TRADITIONAL REF
NT9BU006C,Dali Museum. (Erisim tarihi: 05.04.2020) https://www.salvador-dali.org/en/museums/dali-theatre-museum-in-figueres/vi sita-virtual/.,NON TRADITIONAL REF
NT9BU006C,"Garlanadini, Alberto. (21 Haziran 2020) (Erisim tarihi: 05.04.2020) https://icom.museum/en/news/alberto-gar-landini-appointed-new-icom-president/.",NON TRADITIONAL REF
NT9BU006C,"ICOM. (Erisim tarihi: 03.03.2020) https://icom.museum/en/resources/standards-guidelines/museum-defini-tion/,",NON TRADITIONAL REF
NT9BU006C,"Milt& ye Turizm Bakanligi, Milletlerarasi Milzeler Konseyi (ICOM) Tfirkiye Milli Komitesi YOnetmeligi. (Eri- sim tarihi: 05.04.2020) https://kvmgm.ktb.gov.tr/TR-44442/icom.html.",NON TRADITIONAL REF
NT9BU006C,"Milt& ye Turizm Bakanligi. ""Sanal Gezinti"" (Erisim tarihi: 05.04.2020) https://www.ktb.gov.tr/TR-96599/sa-nal-gezinti.html.",NON TRADITIONAL REF
NT9BU006C,Milt& ye Turizm Bakanligi. (Erisim tarihi: 05.04.2020) https://sanalmuze.gov.tr/.,NON TRADITIONAL REF
NT9BU006C,Louvre Museum. (Erisim tarihi: 05.04.2020) https://www.louvre.fr/en/visites-en-ligne.,NON TRADITIONAL REF
NT9BU006C,Metropolitan Museum. (Erisim tarihi: 05.04.2020) https://artsandculture.google.com/partner/the-metropolitan-museum-of-art?h1=en.,NON TRADITIONAL REF
NT9BU006C,Van Gogh Museum. (Erisim tarihi: 05.04.2020) https://artsandculture.google.com/partner/van-gogh-mu-seum?h1=en.,NON TRADITIONAL REF
NT9BU006C,Vatikan Museum. (Erisim tarihi: 05.04.2020) http://www.museivaticani.va/content/museivaticani/en/colle-zioni/museittour-virtuali-elenco.html.,NON TRADITIONAL REF
NT9BU006C,World Health Organisation. (Erisim tarihi: 25.03.2020) https://www.who.int/health-topics/coronavi-rus#tab=tab 1.,NON TRADITIONAL REF
NT9BU008C,https://www.youtube.com/watch?v=3_JNg66fkcg <Eri im tarihi: 27.03.2020>,NON TRADITIONAL REF
NT9KE002C,"CoinMarketCap (2019), Cryptocurrency Market Capitalizations; https://coinmarketcap.com;",NON TRADITIONAL REF
NT9KE011C,"www.risco.ro, RisCo Business Intelligence.",NON TRADITIONAL REF
NT9KE012C,"The National Institute of Statistics Romania (2020),TEMPO Online. [online] Available at: <http://statistici.insse.ro:8077/tempo-online/#/pages/tables/insse-table> [Accessed 11 Jun. 2020];",NON TRADITIONAL REF
NU7LH000C,"Brasil. (1988, 5 de outubro). Constituicilo da Reptiblica Federativa do Brasil de 1988. Brasilia: Diario Official da Uniao. Recuperado em 10 de abril de 2018, deRecuperado em 24 de fevereiro de 2020, de http://www.anpocs.com/images/stories/RBCS/03/rbcs03_02.pdf",NON TRADITIONAL REF
NU8RF029C,"European Union, ""Directive (EU) 2019/904 of the European Parliament and of the Council of 5 June 2019 on the reduction of the impact of certain plastic products on the environment,""2019",NON TRADITIONAL REF
NU8RF029C,"United Nations Environment Programme Secretariat of the Basel Convention, ""Decision BC- 14 /13: Further actions to address plastic waste under the Basel Convention"" (United Nations, 2018).",NON TRADITIONAL REF
NU8RF029C,"RDC-Environment & Pira International, ""Evaluation of costs and benefits for the achievement of reuse and recycling targets for the different packaging materials in the frame of the packaging and packaging waste directive 94/62/ EC -Final consolidated report"" (2003);https://ec.europa.eu/environment/waste/studies/packaging/costsbenefits.pdf.",NON TRADITIONAL REF
NU8RF029C,"European Commission, 2005/270/EC: Commission Decision of 22 March 2005 establishing the formats relating to the database system pursuant to Directive 94/62/EC of the European Parliament and of the Council on packaging and packaging waste (notified under document number C(2005. Doc. 32005D0270 (2005);http://data.europa.eu/eli/dec/2005/270/oj.",NON TRADITIONAL REF
NU8RF029C,"European Commission, ""Directive 2008/98/EC of the European Parliament and of the Council of 19 November 2008 on waste and repealing certain directives"" (European Commission, Brussels, 2008).",NON TRADITIONAL REF
NU8RF029C,"European Commission, ""European Parliament and Council Directive 94/62/EC of 20 December 1994 on packaging and packaging waste"" (1994); http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:31994L0062:EN:HTML.",NON TRADITIONAL REF
NU8RF029C,"United Nations, UN Comtrade Database (2019); https://comtrade.un.org.",NON TRADITIONAL REF
NU8RF029C,"C. Staub, Exports to Thailand collapse after ban. Plast. Recycl. Updat. A Resour. Recycl. Inc. Publ. (2018); https://resource-recycling.com/plastics/2018/09/06/exports-to-thailand-collapse-after-ban.",NON TRADITIONAL REF
NU8RF038C,"Argo, Argo float data and metadata from Global Data Assembly Centre (Argo GDAC), SEANOE (2020); https://doi.org/10.17882/42182.",NON TRADITIONAL REF
NU8RF042C,"S. Lai et al., medRxiv 2020.02.04.20020479 [Preprint]. 9 March 2020. https://doi.org/10.1101/2020.02.04.20020479.",NON TRADITIONAL REF
NU8RF042C,"Newzoo, Top Countries by Smartphone Users; https://newzoo.com/insights/rankings/top-countries-by-smartphone-penetration-and-users/.",NON TRADITIONAL REF
NU8UK003C,"POWO(2019) Plants of the World Online.Facilitated by the Royal Botanic Gardens, Kew.Available from: http://www.plantsoftheworldonline.org/ (accessed: 30 June 2020)",NON TRADITIONAL REF
NU8ZQ002C,"J. H. TallaMbe , see https://www.researchgate.net/publication/334455155_Jimmi_OffsetPhase_OEO for ""Jimmi OffsetPhase OEO"" (2019).",NON TRADITIONAL REF
NV0ZJ000C,Frouzova J Kubecka J Balk H Frouz J Target strength of some European fish species and its dependence on fish body parameters Fish. Res. 2005 75 1-3 86 96 10.1016/j.fishres.2005.04.011,TRADITIONAL REF
NV0ZJ000C,Michael Jech J Interpretation of multi-frequency acoustic data: effects of fish orientation J. Acoust. Soc. Am. 2011 129 1 54 63 10.1121/1.3514382,TRADITIONAL REF
NV0ZJ000C,Rimet F Anneville O Barbet D Chardon C Crepin L Domaizon I Dorioz J-M Espinat L Frossard V Guillard J Goulon C Hamelet V Hustache J-C Jacquet S Laine L Montuelle B Perney P Quetin P Rasconi S Schellenberger A Tran-Khac V Monet G The Observatory on LAkes (OLA) database: sixty years of environmental data accessible to the public J. Limnol. 2020 79 2 164 178,TRADITIONAL REF
NV0ZJ000C,"Foote, K.G., Knudsen, H.P., Vestnes. G.: Standard calibration of echosounders and integrators with optimal copper spheres. Fisk Dir. Skr. Ser. Havunders 17 , 335-346 (1983)",TRADITIONAL REF
NV0ZJ000C,"Demer, D.A., Berger, L., Bernasconi, M., Eckhard, B., Boswell, K., Chu, D., Domokos, R., Dunford, A., Fassler, S., Gauthier, S., Hufnagle, L.T., Jech, J.M., Le Bouffant, N., Lebourges-Dhaussy, A., Lurton, X., Macaulay, G.J., Perrot, Y., Ryan, T.E., Parker-Stetter, S., Stienessen, S., Weber, T., Williamson, N.: Calibration of acoustic instruments. Technical report 326, ICES, Denmark (2015)",TRADITIONAL REF
NV0ZJ000C,"Balk, H., Lindem, T.: Sonar4 and Sonar5-Pro post processing systems. Operator manual version 6.01. Technical report, Lindem Data Acquisition, Olso, Norway (2014)",TRADITIONAL REF
NV0ZJ000C,"ParkerStetter, S.L., Rudstam, L.G., Sullivan, P.J., Warner, D.M.: Standard operating procedures for fisheries acoustic surveys in the Great Lakes. Special Publication 09-01, Great Lakes Fisheries Commission (2009)",TRADITIONAL REF
NV0ZJ000C,"Frossard, V., Goulon, C., Guillard, J., Hamelet, V., Jacquet, S., Laine, L., Rimet, F., Tran-Khac, V.: Suivi de la qualite des eaux du lac d'Annecy. Rapport 2018. Technical report, SILA (ed.) et INRAE-Thonon, Annecy (2019)",TRADITIONAL REF
NV0ZJ000C,Carlander KD Handbook of Freshwater Fishery Biology 1969 Ames Iowa State University Press,TRADITIONAL REF
NV0ZJ000C,"Ona, E.: Herring tilt angles, measured through target tracking. In: Herring: Expectations for a New Millenium. Anchorage, Alaska. Lowell Wakefield Fisheries Symposia Series, pp. 461-487 (2001)",TRADITIONAL REF
NV0ZJ000C,Simmonds EJ MacLennan DN Fisheries Acoustics: Theory and Practice. Number 10 in Fish and Aquatic Resources Series 2005 2 Oxford Blackwell Science,TRADITIONAL REF
NV0ZJ000C,"R Core Team.: R: A Language and Environment for Statistical Computing. R Foundation for Statistical Computing, Vienna, Austria (2019)",TRADITIONAL REF
NV0ZJ000C,"Frossard, V., Barbier, C., Goulon, C., Guillard, J., Hamelet, V., Jacquet, S., Laine, L., Lasne, E., Rimet, F.: Suivi de la qualite des eaux du lac d'Annecy. Rapport 2016. Technical report, SILA (ed.) et INRAE-Thonon, Annecy (2017)",TRADITIONAL REF
NV0ZJ000C,"Guintard C Salaud C Richaudeau Y Tavernier C Desal H Bourcier R Chanet B Exploration de l'anatomie de la perche commune Perca fluviatilis (Linnaeus, 1758) [Serraniformes, Percidae] Cahiers d'Anatomie Comparee 2017 9 1 20",TRADITIONAL REF
NV0ZJ000C,Nakken O Olsen K Target Strength Measurements of Fish 1977 Bergen ICES,TRADITIONAL REF
BQ1FX005C,"C. Barrett, P. Fontaine, and C. Tinelli, ""The Satisfiability Modulo Theories Library (SMT-LIB),"" www.SMT-LIB.org, 2016.",NON TRADITIONAL REF
BQ1FX010C,Fast C++ Math Expression Parser and Evaluator. https: // fastmathparser.codeplex.com/.,NON TRADITIONAL REF
BQ1FX010C,GReAT: Graph Rewriting and Transformation. http: //www.isis.vanderbilt.edu/tools/great.,NON TRADITIONAL REF
BQ1FX010C,Qt library. http://doc.qt.io.,NON TRADITIONAL REF
BQ1FX011C,NP Developers-NumPy Numpy. See http://www.numpy.org,NON TRADITIONAL REF
BQ1FX011C,SymPy Development Team. See http://www.sympy.org,NON TRADITIONAL REF
BQ1FX013C,"https://aimath.org/WWN/rh/ (June, 2018)",NON TRADITIONAL REF
BQ1FX023C,"T. Tao. (2012, April). [Online]. Avail- able: https://terrytao.wordpress.com/2012/04/02/a-cheap-version-of-nonstandard-analysis/",NON TRADITIONAL REF
BP9YJ001C,"Brandon Amos, Laurent Dinh, Serkan Cabi, Thomas Rothorl,<spacing diaeresis> Sergio Gomez<prime> Colmenarejo, Alistair Muldal, Tom Erez, Yuval Tassa, Nando de Freitas, and Misha Denil. Learning awareness models. arXiv preprint arXiv:1804.06318, 2018.",TRADITIONAL REF
BP9YJ001C,"Relja Arandjelovic and Andrew Zisserman. Look, listen and learn. CoRR, abs/1705.08168, 2017. URL http://arxiv.org/abs/1705.08168.",TRADITIONAL REF
BP9YJ001C,"Relja Arandjelovic and Andrew Zisserman. Objects that sound. CoRR, abs/1712.06651, 2017. URL http://arxiv.org/abs/1712.06651.",TRADITIONAL REF
BP9YJ001C,"Berk Calli, Aaron Walsman, Arjun Singh, Siddhartha Srinivasa, Pieter Abbeel, and Aaron M Dollar. Bench- marking in manipulation research: The ycb object and model set and benchmarking protocols. arXiv preprint arXiv:1502.03143, 2015.",TRADITIONAL REF
BP9YJ001C,"Samuel Clarke, Travers Rhodes, Christopher G. Atkeson, and Oliver Kroemer. Learning audio feedback for esti- mating amount and flow of granular material. In Aude Billard, Anca Dragan, Jan Peters, and Jun Morimoto, editors, Proceedings of The 2nd Conference on Robot Learning, volume 87 of Proceedings of Machine Learn- ing Research, pages 529-550. PMLR, 29-31 Oct 2018. URL http://proceedings.mlr.press/v87/clarke18a.html.",TRADITIONAL REF
BP9YJ001C,"Marc Deisenroth and Carl E Rasmussen. Pilco: A model- based and data-efficient approach to policy search. In Proceedings of the 28th International Conference on machine learning (ICML-11), pages 465-472, 2011.",TRADITIONAL REF
BP9YJ001C,"Frederik Ebert, Chelsea Finn, Sudeep Dasari, Annie Xie, Alex Lee, and Sergey Levine. Visual foresight: Model-based deep reinforcement learning for vision- based robotic control. arXiv preprint arXiv:1812.00568, 2018.8828. doi: 10.1109/TPAMI.2006.79. URL https://doi.org/10.1109/TPAMI.2006.79.",TRADITIONAL REF
BP9YJ001C,"Chelsea Finn and Sergey Levine. Deep visual foresight for planning robot motion. In 2017 IEEE International Conference on Robotics and Automation (ICRA), pages 2786-2793. IEEE, 2017.",TRADITIONAL REF
BP9YJ001C,"Yarin Gal, Rowan McAllister, and Carl Edward Ras- mussen. Improving PILCO with Bayesian neural network dynamics models. In Data-Efficient Machine Learning workshop, International Conference on Machine Learn- ing, 2016.",TRADITIONAL REF
BP9YJ001C,"Dhiraj Gandhi, Lerrel Pinto, and Abhinav Gupta. Learn- ing to fly by crashing. CoRR, abs/1704.05588, 2017. URL http://arxiv.org/abs/1704.05588.",TRADITIONAL REF
BP9YJ001C,"Danijar Hafner, Timothy Lillicrap, Ian Fischer, Ruben Villegas, David Ha, Honglak Lee, and James Davidson. Learning latent dynamics for planning from pixels. arXiv preprint arXiv:1811.04551, 2018.",TRADITIONAL REF
BP9YJ001C,"Kaiming He, Georgia Gkioxari, Piotr Dollar, and Ross Girshick. Mask r-cnn. In The IEEE International Conference on Computer Vision (ICCV), Oct 2017.",TRADITIONAL REF
BQ1FX040C,[Online]. Available: https://www.microsoft.com/en-us/wdsi/threats/malware-encyclopedia-description?Name=TrojanDownloader:Win32/Moljec.A,NON TRADITIONAL REF
BQ1FX040C,[Online]. Available: https://support.microsoft.com/ro-ro/help/4027261/automated-trojanwin32skeeyaharfn,NON TRADITIONAL REF
BQ1FX040C,[Online]. Available: https://www.microsoft.com/en-us/wdsi/threats/malware-encyclopedia-description?Name=Trojan:Win32/Bluteal.B!rfn&ThreatID=- 2147239982,NON TRADITIONAL REF
BQ1FX040C,[Online]. Available: https://www.symantec.com/security-center/writeup/2011-082216-3542-99,NON TRADITIONAL REF
BQ1FX040C,[Online]. Available: https://www.microsoft.com/en-us/wdsi/threats/malware-encyclopedia-description?Name=TrojanDownloader:O97M/Powload.A&ThreatID= -2147244171,NON TRADITIONAL REF
BQ1FX040C,[Online]. Available: https://www.symantec.com/security-center/writeup/2005-031911-0600-99,NON TRADITIONAL REF
BQ1FX040C,[Online]. Available: https://www.microsoft.com/en-us/wdsi/threats/malware-encyclopedia-description?Name=TrojanDownloader:O97M/Donoff,NON TRADITIONAL REF
BQ1FX040C,[Online]. Available: https://www.symantec.com/security-center/writeup/2014-110100-2117-99,NON TRADITIONAL REF
BQ1FX040C,[Online]. Available: https://threats.kaspersky.com/en/threat/Trojan.MSWord.Agent/,NON TRADITIONAL REF
BQ1FX050C,"Dlib C++ Library, ""A modern C++ toolkit containing machine learning algorithms ,"",http://dlib.net/.",NON TRADITIONAL REF
BQ1FX050C,"OpenFace, ""Free and open source face recognition with deep neural networks., "", https://cmusatyalab.github.io/openface/.",NON TRADITIONAL REF
BP9YJ001C,"Mikael Henaff, William F Whitney, and Yann LeCun. Model-based planning with discrete and continuous ac- tions. arXiv preprint arXiv:1705.07177, 2017.",TRADITIONAL REF
BP9YJ001C,"Abhishek Kar, Shubham Tulsiani, Jo~ao Carreira, and Jitendra Malik. Category-specific object reconstruction from a single image. In Computer Vision and Pattern Regognition (CVPR), 2015.",TRADITIONAL REF
BP9YJ001C,"Alex Krizhevsky, Ilya Sutskever, and Geoffrey E Hinton. Imagenet classification with deep convolutional neural networks. In NIPS, 2012.",TRADITIONAL REF
BP9YJ001C,"Sergey Levine, Chelsea Finn, Trevor Darrell, and Pieter Abbeel. End-to-end training of deep visuomotor policies. JMLR, 2016.",TRADITIONAL REF
BP9YJ001C,"Sergey Levine, Peter Pastor, Alex Krizhevsky, and Deirdre Quillen. Learning hand-eye coordination for robotic grasping with deep learning and large-scale data collection. ISER, 2016.",TRADITIONAL REF
BP9YJ001C,"Adithyavairavan Murali, Yin Li, Dhiraj Gandhi, and Abhinav Gupta. Learning to grasp without seeing. CoRR, abs/1805.04201, 2018. URL http://arxiv.org/abs/1805.04201.",TRADITIONAL REF
BP9YJ001C,"Richard M Murray. A mathematical introduction to robotic manipulation. CRC press, 2017.",TRADITIONAL REF
BP9YJ001C,"Andrew Owens, Phillip Isola, Josh H. McDermott, Anto- nio Torralba, Edward H. Adelson, and William T. Free- man. Visually indicated sounds. CoRR, abs/1512.08512,",TRADITIONAL REF
BQ1FX052C,"FASTA: Protein Databases, https://www.ebi.ac.uk/Tools/sss/fasta/help/index-protein.htmlhttps://www.ebi.ac.uk/Tools/sss/fasta/help/index-protein.html",NON TRADITIONAL REF
BQ1FX052C,"MPICH High-Performance Portable MPI Website, http://www.mpich.org/.",NON TRADITIONAL REF
BQ1FX064C,"CASIA, http://biometrics.idealtest.org/dbDetailForUser.do?id=4",NON TRADITIONAL REF
BQ1FX064C,"ND-CrossSenssor-Iris-2013, https://sites.google.com/a/nd.edu/public-cvrl/data-sets.",NON TRADITIONAL REF
BQ1FX065C,"Dasp. https://www.dasp.co, 2018. [Online; accessed 9- September-2018].",NON TRADITIONAL REF
BQ1FX065C,"Erc223. https://github.com/Dexaran/ERC223-token-standard, 2018. [Online; accessed 9-October-2018].",NON TRADITIONAL REF
BQ1FX065C,"Kvyper. https://github.com/kframework/vyper-semantics, 2018. [Online; accessed 10-July-2018].",NON TRADITIONAL REF
BQ1FX065C,"Rholang. https://developer.rchain.coop/assets/rholang-spec-0.2.pdf, 2018. [Online; accessed 10- July-2018].",NON TRADITIONAL REF
BQ1FX065C,"Vyper. https://viper.readthedocs.io/en/latest/, 2018. [On- line; accessed 10-July-2018].",NON TRADITIONAL REF
BQ1HT002C,[n. d.]. LoupeDeck. https://loupedeck.com/. Accessed: 2019-11-07.,NON TRADITIONAL REF
BQ1HT010C,Iramuteq http://www.iramuteq.org,NON TRADITIONAL REF
BQ1HT010C,Optimal Workshop https://www.optimalworkshop.com/,NON TRADITIONAL REF
BQ1HT010C,"Sensotact, https://www.imt.fr/wp-content/uploads/2016/04/1_PASSARO.pdf",NON TRADITIONAL REF
BQ1HT010C,"Tactile Labs, 2019 http://tactilelabs.com/products/haptics/latero-tactile-display/",NON TRADITIONAL REF
BQ1HT011C,[n. d.]. Waze. https://www.waze.com/,NON TRADITIONAL REF
BQ1HT012C,2019. Leap Motion. https://www.leapmotion.com/.,NON TRADITIONAL REF
BQ1HT013C,"iMovePD. 2012. iMovePD. Retrieved May 1th, 2012 from http: //appshopper.com/utilities/movement-data-logger",NON TRADITIONAL REF
BQ1IA003C,"Lee W., Gheorghe A.H., Tiurev K., et al. 4, DOI:10.1126 /sciadv.aao3820 (2018)",NON TRADITIONAL REF
BP9YJ001C,"Lerrel Pinto and Abhinav Gupta. Learning to push by grasping: Using multiple tasks for effective learning. arXiv preprint arXiv:1609.09025, 2016.",TRADITIONAL REF
BP9YJ001C,"Lerrel Pinto and Abhinav Gupta. Supersizing self- supervision: Learning to grasp from 50k tries and 700 robot hours. ICRA, 2016.",TRADITIONAL REF
BP9YJ027C,"Rafael H Bordini, Michael Fisher, and Maarten Sierhuis. Formal verification of human-robot teamwork. In International Conference on Human-Robot Interaction, pages 267-268. ACM/IEEE, 2009.",TRADITIONAL REF
BP9YJ027C,"Adrian Boteanu, Jacob Arkin, Siddharth Patki, Thomas Howard, and Hadas Kress-Gazit. Robot-initiated spec- ification repair through grounded language interaction. arXiv preprint arXiv:1710.01417, 2017.",TRADITIONAL REF
BP9YJ027C,"Sebastian G Brunner, Franz Steinmetz, Rico Belder, and Andreas Domel.<spacing diaeresis> Rafcon: A graphical tool for engineering complex, robotic tasks. In International Conference on Intelligent Robots and Systems, pages 3283-3290. IEEE, 2016.",TRADITIONAL REF
BP9YJ027C,"James Diprose, Bruce MacDonald, John Hosking, and Beryl Plimmer. Designing an api at an appropriate ab- straction level for programming social robot applications. Journal of Visual Languages & Computing, 39:22-40, 2017.",TRADITIONAL REF
BP9YJ027C,"Bernard Espiau, Konstantinos Kapellos, and Muriel Jour- dan. Formal verification in robotics: Why and how? In Robotics Research, pages 225-236. Springer, 1996.",TRADITIONAL REF
BP9YJ027C,"Dylan F Glas, Takayuki Kanda, and Hiroshi Ishiguro. Human-robot interaction design using interaction com- poser eight years of lessons learned. In International Conference on Human-Robot Interaction, pages 303-310. ACM/IEEE, 2016.",TRADITIONAL REF
BP9YJ027C,"Jenna Claire Hammond, Joydeep Biswas, and Ar- jun Guha. Automatic failure recovery for end-user programs on service mobile robots. arXiv preprint arXiv:1909.02778, 2019.",TRADITIONAL REF
BP9YJ027C,"Jarrett Holtz, Arjun Guha, and Joydeep Biswas. Inter- active robot transition repair with smt. In International Joint Conference on Artificial Intelligence, pages 4905-4911, 2018.",TRADITIONAL REF
BP9YJ027C,"Jarrett Holtz, Arjun Guha, and Joydeep Biswas. Smt-based robot transition repair. arXiv preprint arXiv:2001.04397, 2020.",TRADITIONAL REF
BP9YJ027C,"Alap Kshirsagar, Hadas Kress-Gazit, and Guy Hoffman. Specifying and synthesizing human-robot handovers. In International Conference on Intelligent Robots and Systems. IEEE/RSJ, 2019.",TRADITIONAL REF
BP9YJ027C,"Alyssa Kubota, Emma IC Peterson, Vaishali Rajendren, Hadas Kress-Gazit, and Laurel D Riek. Jessie: Synthesizing social robot behaviors for personalized neurorehabilitation and beyond.",TRADITIONAL REF
BP9YJ027C,"Marco Manca, Fabio Patern`o, and Carmen Santoro. An- alyzing trigger-action programming for personalization of robot behaviour in iot environments. In International Symposium on End User Development, pages 100-114, 2019.",TRADITIONAL REF
BP9YJ027C,"Srinivas Nedunuri, Sailesh Prabhu, Mark Moll, Swarat Chaudhuri, and LE Kavraki. Smt-based synthesis of in- tegrated task and motion plans for mobile manipulation. In International Conference on Robotics and Automation. IEEE, 2014.",TRADITIONAL REF
BP9YJ027C,"D Oved. Real-time human pose estimation in the browser with tensorflow.js. TensorFlow Medium, May, 2018.",TRADITIONAL REF
BP9YJ027C,"David Porfirio, Evan Fisher, Allison Saupp<prime>e, Aws Al- barghouthi, and Bilge Mutlu. Bodystorming human-robot interactions. In Symposium on User Interface Software and Technology, 2019.",TRADITIONAL REF
BP9YJ027C,"Emmanuel Pot, J <prime>erome^ Monceaux, Rodolphe Gelin, and Bruno Maisonnier. Choregraphe: a graphical tool for humanoid robot programming. In The International Symposium on Robot and Human Interactive Communication, pages 46-51. IEEE, 2009.",TRADITIONAL REF
BP9YJ027C,"Mattia Racca, Ville Kyrki, and Maya Cakmak. Interactive tuning of robot program parameters via expected divergence maximization.",TRADITIONAL REF
BP9YJ027C,"Allison Saupp<prime>e and Bilge Mutlu. Robot deictics: How gesture and context shape referential communication. In International Conference on Human-Robot Interaction, pages 342-349. ACM, 2014.",TRADITIONAL REF
BP9YJ027C,"Philipp Schillinger, Stefan Kohlbrecher, and Oskar von Stryk. Human-robot collaborative high-level control with application to rescue robotics. In International Conference on Robotics and Automation, pages 2796-2796, 2004.",TRADITIONAL REF
BP9YJ027C,"Armando Solar-Lezama. Program sketching. International Journal on Software Tools for Technology Transfer, 15(5-6):475-495, 2013.",TRADITIONAL REF
BP9YJ029C,"Dan King. Space servicing: past, present and future. In Proceedings of the 6th International Symposium on Artificial Intelligence and Robotics & Automation in Space: i-SAIRAS, pages 18-22, 2001.",TRADITIONAL REF
BP9YJ029C,Chris Leger and John Bares. Automated task-based synthesis and optimization of field robots. 1999.,TRADITIONAL REF
BP9YJ029C,"Julian Whitman and Howie Choset. Task-specific ma- nipulator design and trajectory synthesis. IEEE Robotics and Automation Letters, 4(2):301-308, 2018.",TRADITIONAL REF
BP9YJ029C,"Cenk Baykal and Ron Alterovitz. Asymptotically opti- mal design of piecewise cylindrical robots using motion planning. In Robotics: Science and Systems, 2017.",TRADITIONAL REF
BP9YJ029C,"Wan Kyun Chung, Jeongheon Han, Youngil Youm, and SH Kim. Task based design of modular robot manipula- tor using efficient genetic algorithm. In Proceedings of International Conference on Robotics and Automation, volume 1, pages 507-512. IEEE, 1997.",TRADITIONAL REF
BP9YJ029C,"J-O Kim and Pradeep K Khosla. A formulation for task based design of robot manipulators. In Proceedings of1993 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS'93), volume 3, pages 2310-",TRADITIONAL REF
BP9YJ029C,"M Althoff, A Giusti, SB Liu, and A Pereira. Effort- less creation of safe robots from modules through self- programming and self-verification. Science Robotics, 4",TRADITIONAL REF
BP9YJ029C,"Andre Gaschler, Ronald Petrick, Torsten Kroger,<spacing diaeresis> Ous- sama Khatib, and Alois Knoll. Robot task and motion planning with sets of convex polyhedra. In Robotics: Science and Systems (RSS) Workshop on Combined Robot Motion Planning and AI Planning for Practical Applications, 2013.",TRADITIONAL REF
BP9YJ029C,"Stephane Redon, Ming C Lin, Dinesh Manocha, and Young J Kim. Fast continuous collision detection for articulated models. 2005.",TRADITIONAL REF
BP9YJ029C,"Jing Xia, Zainan Jiang, Hong Liu, Hegao Cai, and Guangxin Wu. A manipulator's safety control strat-egy based on fast continuous collision detection. InROBIO 2013: 2380-2385",TRADITIONAL REF
BP9YJ029C,"J Michael McCarthy and Gim Song Soh. Geometric design of linkages, volume 11. Springer Science & Business Media, 2010.",TRADITIONAL REF
BP9YJ029C,Steven M LaValle. Rapidly- exploring random trees: A new tool for path planning. 1998.,TRADITIONAL REF
